,Player,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
544,Jeff Teague,31,TOT,59,1464,14.6,0.557,0.239,0.40299999999999997,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.08199999999999999,-0.2,-1.3,-1.5,0.2
547,Garrett Temple,33,BRK,55,1547,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.5,1.6,2.1,0.065,-1.5,0.4,-1.1,0.4
548,Daniel Theis,27,BOS,58,1382,18.2,0.629,0.212,0.27699999999999997,10.2,19.2,14.7,9.9,1.2,5.0,10.1,14.7,3.6,2.3,5.9,0.205,0.4,1.8,2.3,1.5
549,Isaiah Thomas,30,WAS,40,925,11.6,0.531,0.444,0.17800000000000002,1.3,7.0,4.0,23.2,0.7,0.6,14.4,24.1,0.2,-0.1,0.0,0.001,-0.5,-3.9,-4.4,-0.6
550,Khyri Thomas,23,DET,8,61,3.2,0.45299999999999996,0.8240000000000001,0.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.1,-1.8,-7.9,-0.1
551,Matt Thomas,25,TOR,33,321,13.6,0.65,0.6759999999999999,0.09,2.4,13.2,7.9,7.9,1.2,0.0,9.4,17.0,0.5,0.4,0.9,0.13699999999999998,1.0,0.4,1.4,0.3
552,Tristan Thompson,28,CLE,57,1721,16.8,0.54,0.040999999999999995,0.28600000000000003,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2
553,Matisse Thybulle,22,PHI,57,1110,9.8,0.53,0.607,0.175,3.5,5.1,4.3,8.3,3.5,3.1,15.1,11.6,0.1,1.8,1.9,0.084,-3.0,3.1,0.1,0.6
554,Anthony Tolliver,34,TOT,47,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3
558,Juan Toscano-Anderson,26,GSW,13,272,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-3.9,0.4,-3.5,-0.1
559,Karl-Anthony Towns,24,MIN,35,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.8,1.3,5.1,0.205,7.0,0.8,7.8,2.9
560,Gary Trent Jr.,21,POR,53,1059,11.8,0.555,0.574,0.10300000000000001,2.0,6.6,4.3,6.5,1.8,1.0,4.9,15.4,1.2,0.4,1.6,0.071,-0.5,-0.6,-1.1,0.3
561,Allonzo Trier,24,NYK,24,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,1.0,-1.5,-0.5,0.1
562,P.J. Tucker,34,HOU,64,2203,8.7,0.58,0.687,0.11800000000000001,4.8,16.2,10.5,5.9,1.5,1.2,14.6,8.6,1.8,2.2,3.9,0.086,-2.2,0.6,-1.6,0.2
563,Rayjon Tucker,22,UTA,14,78,4.5,0.44799999999999995,0.316,0.263,2.9,14.8,9.1,3.5,0.6,0.0,12.4,13.6,-0.1,0.1,0.0,-0.009000000000000001,-6.7,-1.2,-7.9,-0.1
564,Evan Turner,31,ATL,19,251,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2
565,Myles Turner,23,IND,55,1628,14.7,0.561,0.44299999999999995,0.27899999999999997,4.8,19.5,12.2,5.1,1.3,6.5,10.5,17.5,1.0,2.8,3.7,0.111,-0.9,1.1,0.2,0.9
566,Jarrod Uthoff,26,MEM,4,14,-0.1,0.254,0.5710000000000001,0.28600000000000003,7.6,0.0,3.7,0.0,3.3,0.0,0.0,23.4,-0.1,0.0,0.0,-0.16699999999999998,-11.0,-2.5,-13.5,0.0
567,Jonas Valančiūnas,27,MEM,62,1630,22.3,0.631,0.12,0.256,12.5,31.9,22.4,10.2,0.7,3.7,12.8,21.4,3.8,2.4,6.2,0.182,2.2,0.0,2.3,1.8
568,Denzel Valentine,26,CHI,36,488,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.7,0.2,-0.5,0.2
569,Jarred Vanderbilt,20,TOT,11,46,7.6,0.6759999999999999,0.125,0.25,7.3,14.5,10.8,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.02,-6.6,0.6,-5.9,0.0
572,Fred VanVleet,25,TOR,48,1719,16.0,0.546,0.48200000000000004,0.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22.0,2.2,2.7,4.9,0.136,1.0,1.3,2.3,1.8
573,Gabe Vincent,23,MIA,6,42,1.2,0.316,0.8420000000000001,0.0,0.0,7.7,4.0,9.9,1.2,0.0,0.0,20.0,-0.1,0.0,-0.1,-0.105,-6.7,-2.9,-9.6,-0.1
574,Noah Vonleh,24,TOT,33,364,15.6,0.621,0.16899999999999998,0.337,10.4,25.9,17.9,10.7,1.4,1.4,17.0,14.0,0.6,0.4,1.0,0.126,-1.2,0.3,-0.8,0.1
577,Nikola Vučević,29,ORL,54,1763,21.6,0.54,0.27399999999999997,0.16,7.6,29.4,18.1,20.0,1.3,2.4,7.3,25.8,2.9,2.6,5.5,0.15,3.4,0.6,4.0,2.7
578,Dean Wade,23,CLE,12,71,13.9,0.7440000000000001,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.10400000000000001,-1.7,0.5,-1.2,0.0
579,Moritz Wagner,22,WAS,37,707,16.6,0.6659999999999999,0.294,0.36,7.6,22.8,14.9,10.1,1.5,2.1,17.2,18.8,1.3,0.5,1.8,0.122,-1.2,-0.3,-1.6,0.1
580,Dion Waiters,28,MIA,3,42,13.5,0.53,0.654,0.038,0.0,28.2,14.7,12.4,0.0,4.7,10.2,30.9,-0.1,0.1,0.0,-0.001,2.4,-0.6,1.8,0.0
581,Kemba Walker,29,BOS,50,1592,20.2,0.569,0.526,0.27,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,3.5,1.9,5.4,0.163,5.0,-0.2,4.7,2.7
582,Lonnie Walker,21,SAS,53,767,11.0,0.515,0.266,0.19899999999999998,2.8,13.4,8.1,8.4,1.8,1.5,9.6,18.2,0.0,0.5,0.5,0.027999999999999997,-2.5,-0.7,-3.2,-0.2
583,Tyrone Wallace,25,ATL,14,160,3.9,0.389,0.341,0.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,-0.3,0.1,-0.3,-0.075,-7.7,-1.0,-8.7,-0.3
584,Taurean Prince,25,BRK,64,1857,9.2,0.49700000000000005,0.583,0.12,2.8,17.9,10.6,9.3,1.5,1.1,14.0,20.4,-1.7,2.4,0.7,0.019,-2.9,-0.1,-3.0,-0.5
585,Derrick Walton,24,TOT,26,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11199999999999999,-2.3,1.3,-1.1,0.1
588,Brad Wanamaker,30,BOS,63,1215,11.8,0.56,0.28300000000000003,0.365,1.7,9.2,5.5,17.6,2.1,0.9,15.9,15.4,1.2,1.5,2.7,0.10800000000000001,-2.5,1.2,-1.3,0.2
589,T.J. Warren,26,IND,61,1984,17.2,0.599,0.212,0.214,3.4,10.0,6.7,6.8,1.7,1.2,7.5,22.8,3.1,2.2,5.3,0.129,0.4,-0.2,0.2,1.1
590,P.J. Washington,21,CHO,58,1759,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.4,2.0,0.054000000000000006,-1.7,0.1,-1.6,0.2
591,Yuta Watanabe,25,MEM,16,99,9.5,0.461,0.276,0.276,6.5,11.4,9.0,5.3,2.4,0.9,5.8,14.5,0.0,0.1,0.1,0.047,-3.6,1.0,-2.6,0.0
592,Tremont Waters,22,BOS,10,89,6.5,0.43799999999999994,0.486,0.171,0.0,10.7,5.4,18.8,2.7,2.1,21.0,22.9,-0.2,0.1,-0.1,-0.045,-6.6,0.1,-6.5,-0.1
593,Paul Watson,25,TOT,5,25,-0.5,0.055999999999999994,0.5,0.25,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.8,-0.1,0.0,-0.1,-0.18100000000000002,-8.0,0.8,-7.3,0.0
596,Quinndary Weatherspoon,23,SAS,3,15,-5.1,0.0,0.33299999999999996,0.0,0.0,7.2,3.6,7.7,0.0,0.0,0.0,8.7,-0.1,0.0,-0.1,-0.19699999999999998,-9.1,-6.0,-15.1,-0.1
597,Russell Westbrook,31,HOU,53,1905,21.5,0.539,0.168,0.289,5.1,18.4,11.7,35.0,2.1,0.8,14.9,34.4,2.1,2.3,4.3,0.109,1.9,-0.1,1.8,1.8
598,Coby White,19,CHI,65,1674,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.4,1.4,0.9,0.026000000000000002,-1.2,-1.6,-2.8,-0.3
599,Derrick White,25,SAS,61,1468,15.9,0.585,0.345,0.377,2.2,12.0,7.1,19.5,1.3,3.3,12.2,18.2,2.5,0.9,3.4,0.11,0.7,0.2,0.9,1.1
600,Hassan Whiteside,30,POR,61,1911,25.0,0.6409999999999999,0.01,0.33299999999999996,13.4,33.4,23.6,6.0,0.6,8.3,13.1,19.8,5.1,3.0,8.1,0.204,2.5,0.7,3.2,2.5
601,Andrew Wiggins,24,TOT,54,1858,16.4,0.536,0.342,0.27399999999999997,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.9,1.1,1.9,0.05,1.1,-1.5,-0.3,0.8
604,Grant Williams,21,BOS,62,970,8.0,0.508,0.44299999999999995,0.266,6.5,11.7,9.1,8.3,1.4,3.1,17.7,11.5,0.2,1.3,1.5,0.075,-4.0,1.4,-2.6,-0.1
605,Johnathan Williams,24,WAS,11,135,14.4,0.643,0.08,0.2,11.7,23.7,17.5,5.9,0.3,3.9,12.8,9.6,0.3,0.1,0.3,0.11599999999999999,-0.5,-1.3,-1.8,0.0
606,Kenrich Williams,25,NOP,35,779,7.6,0.43,0.6709999999999999,0.168,6.6,17.5,12.0,8.3,1.5,2.2,12.0,9.2,0.1,0.8,0.8,0.052000000000000005,-3.3,1.0,-2.3,-0.1
607,Lou Williams,33,LAC,60,1757,17.2,0.546,0.33399999999999996,0.365,1.7,9.1,5.5,29.9,1.1,0.5,14.4,28.3,2.2,1.7,3.9,0.107,2.1,-1.4,0.8,1.2
608,Marvin Williams,33,TOT,52,1011,11.4,0.585,0.578,0.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,1.0,1.0,2.1,0.099,-1.7,1.0,-0.7,0.3
611,Robert Williams,22,BOS,23,323,19.6,0.6709999999999999,0.0,0.40299999999999997,11.4,24.3,17.9,9.5,3.0,8.0,21.5,12.3,0.6,0.8,1.4,0.205,-0.6,4.4,3.8,0.5
612,Nigel Williams-Goss,25,UTA,9,28,5.7,0.254,0.28600000000000003,0.28600000000000003,8.2,11.2,9.8,22.3,1.7,3.0,20.2,15.5,-0.1,0.0,0.0,-0.045,-5.1,1.1,-3.9,0.0
613,Zion Williamson,19,NOP,19,565,24.2,0.624,0.045,0.521,10.2,13.9,12.0,12.6,1.3,1.3,12.4,29.6,1.3,0.4,1.8,0.149,3.5,-1.1,2.4,0.6
614,D.J. Wilson,23,MIL,31,280,8.4,0.47600000000000003,0.545,0.08900000000000001,3.8,19.3,12.0,10.3,0.3,1.6,12.5,17.7,-0.2,0.5,0.3,0.055,-3.9,0.3,-3.6,-0.1
615,Justise Winslow,23,MIA,11,352,8.6,0.44,0.209,0.209,5.3,17.4,11.6,18.6,1.0,1.4,14.6,20.7,-0.4,0.4,0.0,-0.003,-3.5,-0.1,-3.5,-0.1
616,Christian Wood,24,DET,62,1325,23.2,0.659,0.276,0.47600000000000003,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,3.6,1.5,5.1,0.184,3.5,-0.3,3.1,1.7
617,Delon Wright,27,DAL,65,1412,16.1,0.563,0.307,0.23600000000000002,5.0,14.0,9.6,21.2,2.6,1.3,13.9,14.8,2.6,1.8,4.3,0.14800000000000002,0.4,2.0,2.4,1.6
618,Justin Wright-Foreman,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,-6.1,-0.9,-7.0,0.0
619,Thaddeus Young,31,CHI,64,1591,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.057999999999999996,-1.4,0.2,-1.1,0.4
620,Trae Young,21,ATL,60,2120,23.9,0.595,0.455,0.44799999999999995,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.4,0.5,5.9,0.134,6.3,-2.3,4.0,3.2
621,Cody Zeller,27,CHO,58,1341,18.8,0.5760000000000001,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.4,1.2,3.6,0.129,0.2,-0.8,-0.6,0.5
622,Ante Žižić,23,CLE,22,221,16.4,0.597,0.0,0.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1
623,Ivica Zubac,22,LAC,64,1156,21.0,0.642,0.006,0.42,15.2,25.7,20.6,8.7,0.5,4.6,11.8,16.2,3.6,2.0,5.6,0.231,1.5,1.0,2.5,1.3
